1,2,-2,-3,4178,8357,-4598,-3,18807,-2091,-2090,5222,-2,-3,-4180,-8360,4595,0,-18811,2087,2087,-5228
1,2,-2,-3,4178,8357,-4598,-3,18807,-2091,-2090,5222,-2,-3,-4180,-8360,4594,0,-18811,2087,2087,-5228
1,2,-2,-3,4178,8357,-4598,-3,18807,-2091,-2090,5222,-2,-3,-4180,-8360,4595,0,-18811,2087,2087,-5228
1,2,-2,-3,4178,8357,-4598,-3,18807,-2091,-2090,5222,-2,-3,-4180,-8360,4595,0,-18811,2087,2087,-5228
1,2,-2,-3,4178,8357,-4598,-3,18805,-2091,-2090,5222,-2,-3,-4180,-8360,4596,0,-18813,2087,2087,-5228
1,2,-2,-3,4178,8357,-4598,-3,18800,-2091,-2090,5222,-2,-3,-4180,-8360,4596,0,-18818,2087,2087,-5228
1,2,-2,-3,4178,8357,-4598,-3,18792,-2091,-2090,5222,-2,-3,-4180,-8360,4595,0,-18826,2087,2087,-5228
1,2,-2,-2,4178,8357,-4598,-2,18782,-2091,-2090,5222,-2,-2,-4180,-8360,4595,0,-18836,2087,2087,-5228
1,2,-2,-1,4178,8357,-4598,-1,18772,-2091,-2090,5222,-2,-1,-4180,-8360,4595,0,-18847,2087,2087,-5228
1,2,-2,0,4178,8357,-4598,-1,18761,-2091,-2090,5222,-2,-1,-4180,-8360,4595,0,-18858,2087,2087,-5228
1,2,-2,0,4178,8357,-4598,0,18750,-2091,-2090,5222,-2,0,-4180,-8360,4595,1,-18869,2087,2087,-5228
1,2,-2,0,4178,8357,-4598,1,18738,-2091,-2090,5222,-2,1,-4180,-8360,4595,2,-18879,2087,2087,-5228
1,2,-2,1,4178,8357,-4598,2,18727,-2091,-2090,5222,-2,2,-4180,-8360,4595,3,-18891,2087,2087,-5228
1,2,-2,1,4178,8357,-4598,3,18716,-2091,-2090,5222,-2,2,-4180,-8360,4595,3,-18902,2087,2087,-5228
1,2,-2,2,4178,8357,-4598,4,18704,-2091,-2090,5222,-2,4,-4180,-8360,4595,4,-18912,2087,2087,-5228
1,2,-2,3,4178,8357,-4598,5,18694,-2091,-2090,5222,-2,5,-4180,-8360,4594,6,-18923,2087,2087,-5228
1,2,-2,4,4178,8357,-4598,6,18683,-2091,-2090,5222,-2,7,-4180,-8360,4594,7,-18934,2087,2087,-5228
1,2,-2,4,4178,8357,-4598,8,18673,-2091,-2090,5222,-2,8,-4180,-8360,4595,8,-18944,2087,2087,-5228
1,2,-2,5,4178,8357,-4598,9,18663,-2091,-2090,5222,-2,10,-4180,-8360,4595,11,-18955,2087,2087,-5228
1,2,-2,5,4178,8357,-4598,11,18652,-2091,-2090,5222,-2,12,-4180,-8360,4596,12,-18966,2087,2087,-5228
1,2,-2,7,4178,8357,-4598,13,18641,-2091,-2090,5222,-2,14,-4180,-8360,4596,14,-18976,2087,2087,-5228
1,2,-2,8,4178,8357,-4598,15,18631,-2091,-2090,5222,-2,17,-4180,-8360,4595,16,-18985,2087,2087,-5228
1,2,-2,9,4178,8357,-4598,17,18621,-2091,-2090,5222,-2,19,-4180,-8360,4595,19,-18996,2087,2087,-5228
1,2,-2,11,4178,8357,-4598,20,18613,-2091,-2090,5222,-2,22,-4180,-8360,4595,21,-19005,2087,2087,-5228
1,2,-2,13,4178,8357,-4598,22,18603,-2091,-2090,5222,-2,25,-4180,-8360,4595,23,-19016,2087,2087,-5228
1,2,-2,14,4178,8357,-4598,25,18592,-2091,-2090,5222,-2,27,-4180,-8360,4595,26,-19026,2087,2087,-5228
1,2,-2,16,4178,8357,-4598,27,18581,-2091,-2090,5222,-2,30,-4180,-8360,4595,28,-19036,2087,2087,-5228
1,2,-2,17,4178,8357,-4598,30,18571,-2091,-2090,5222,-2,33,-4180,-8360,4595,31,-19047,2087,2087,-5228
1,2,-2,19,4178,8357,-4598,33,18560,-2091,-2090,5222,-2,36,-4180,-8360,4595,34,-19057,2087,2087,-5228
1,2,-2,21,4178,8357,-4598,36,18550,-2091,-2090,5222,-2,39,-4180,-8360,4595,36,-19068,2087,2087,-5228
1,2,-2,23,4178,8357,-4598,39,18539,-2091,-2090,5222,-2,43,-4180,-8360,4594,39,-19079,2087,2087,-5228
1,2,-2,24,4178,8357,-4598,42,18528,-2091,-2090,5222,-2,47,-4180,-8360,4595,43,-19090,2087,2087,-5228
1,2,-2,26,4178,8357,-4598,46,18517,-2091,-2090,5222,-2,51,-4180,-8360,4595,45,-19101,2087,2087,-5228
1,2,-2,28,4178,8357,-4598,49,18507,-2091,-2090,5222,-2,55,-4180,-8360,4595,49,-19112,2087,2087,-5228
1,2,-2,30,4178,8357,-4598,53,18496,-2091,-2090,5222,-2,59,-4180,-8360,4595,52,-19122,2087,2087,-5228
1,2,-2,32,4178,8357,-4598,57,18486,-2091,-2090,5222,-2,63,-4180,-8360,4595,56,-19132,2087,2087,-5228
1,2,-2,35,4178,8357,-4598,60,18476,-2091,-2090,5222,-2,67,-4180,-8360,4595,60,-19143,2087,2087,-5228
1,2,-2,37,4178,8357,-4598,64,18466,-2091,-2090,5222,-2,71,-4180,-8360,4595,64,-19153,2087,2087,-5228
1,2,-2,40,4178,8357,-4598,68,18456,-2091,-2090,5222,-2,75,-4180,-8360,4595,68,-19164,2087,2087,-5228
1,2,-2,43,4178,8357,-4598,73,18445,-2091,-2090,5222,-2,79,-4180,-8360,4595,72,-19174,2087,2087,-5228
1,2,-2,45,4178,8357,-4598,77,18435,-2091,-2090,5222,-2,84,-4180,-8360,4595,76,-19184,2087,2087,-5228
1,2,-2,48,4178,8357,-4598,81,18424,-2091,-2090,5222,-2,89,-4180,-8360,4594,80,-19193,2087,2087,-5228
1,2,-2,51,4178,8357,-4598,85,18414,-2091,-2090,5222,-2,94,-4180,-8360,4594,85,-19204,2087,2087,-5228
1,2,-2,53,4178,8357,-4598,90,18405,-2091,-2090,5222,-2,99,-4180,-8360,4595,90,-19214,2087,2087,-5228
1,2,-2,56,4178,8357,-4598,95,18394,-2091,-2090,5222,-2,104,-4180,-8360,4596,95,-19226,2087,2087,-5228
1,2,-2,59,4178,8357,-4598,99,18383,-2091,-2090,5222,-2,108,-4180,-8360,4596,99,-19235,2087,2087,-5228
1,2,-2,61,4178,8357,-4598,103,18374,-2091,-2090,5222,-2,114,-4180,-8360,4596,104,-19245,2087,2087,-5228
1,2,-2,64,4178,8357,-4598,108,18364,-2091,-2090,5222,-2,119,-4180,-8360,4596,108,-19255,2087,2087,-5228
1,2,-2,67,4178,8357,-4598,113,18354,-2091,-2090,5222,-2,125,-4180,-8360,4595,113,-19265,2087,2087,-5228
1,2,-2,69,4178,8357,-4598,117,18343,-2091,-2090,5222,-2,130,-4180,-8360,4595,119,-19276,2087,2087,-5228
1,2,-2,72,4178,8357,-4598,123,18332,-2091,-2090,5222,-2,136,-4180,-8360,4595,123,-19287,2087,2087,-5228
1,2,-2,75,4178,8357,-4598,128,18321,-2091,-2090,5222,-2,141,-4180,-8360,4595,129,-19298,2087,2087,-5228
1,2,-2,78,4178,8357,-4598,133,18310,-2091,-2090,5222,-2,147,-4180,-8360,4595,133,-19307,2087,2087,-5228
1,2,-2,81,4178,8357,-4598,138,18301,-2091,-2090,5222,-2,153,-4180,-8360,4595,138,-19317,2087,2087,-5228
1,2,-2,84,4178,8357,-4598,143,18292,-2091,-2090,5222,-2,159,-4180,-8360,4595,143,-19327,2087,2087,-5228
1,2,-2,88,4178,8357,-4598,149,18283,-2091,-2090,5222,-2,165,-4180,-8360,4595,149,-19337,2087,2087,-5228
1,2,-2,91,4178,8357,-4598,154,18273,-2091,-2090,5222,-2,171,-4180,-8360,4595,155,-19347,2087,2087,-5228
1,2,-2,94,4178,8357,-4598,160,18262,-2091,-2090,5222,-2,176,-4180,-8360,4595,160,-19357,2087,2087,-5228
1,2,-2,97,4178,8357,-4598,166,18252,-2091,-2090,5222,-2,183,-4180,-8360,4594,166,-19367,2087,2087,-5228
1,2,-2,101,4178,8357,-4598,171,18242,-2091,-2090,5222,-2,189,-4180,-8360,4595,171,-19377,2087,2087,-5228
1,2,-2,104,4178,8357,-4598,177,18232,-2091,-2090,5222,-2,196,-4180,-8360,4595,177,-19387,2087,2087,-5228
1,2,-2,108,4178,8357,-4598,183,18222,-2091,-2090,5222,-2,203,-4180,-8360,4595,183,-19395,2087,2087,-5228
