1,2,-3,2407,5259,9370,-4798,3006,16438,-2091,-2090,5222,0,3214,-7742,-14450,6398,3007,-21182,2087,2087,-5228,3,60,R,R,R
1,2,-3,2406,5257,9368,-4797,3006,16438,-2091,-2090,5222,0,3214,-7755,-14444,6381,3006,-21182,2087,2087,-5228,3,60,R,R,R
1,2,-3,2406,5256,9366,-4795,3005,16439,-2091,-2090,5222,0,3214,-7768,-14438,6363,3005,-21182,2087,2087,-5228,3,60,R,R,R
1,2,-3,2406,5254,9363,-4794,3005,16439,-2091,-2090,5222,0,3213,-7782,-14432,6345,3005,-21181,2087,2087,-5228,3,60,R,R,R
1,2,-3,2406,5253,9361,-4792,3006,16439,-2091,-2090,5222,0,3213,-7796,-14426,6328,3005,-21180,2087,2087,-5228,3,60,R,R,R
1,2,-3,2406,5251,9358,-4791,3006,16440,-2091,-2090,5222,0,3213,-7810,-14421,6310,3005,-21180,2087,2087,-5228,3,60,R,R,R
1,2,-3,2406,5249,9356,-4789,3005,16440,-2091,-2090,5222,0,3213,-7824,-14415,6291,3005,-21179,2087,2087,-5228,3,60,R,R,R
1,2,-3,2405,5248,9354,-4788,3004,16440,-2091,-2090,5222,0,3213,-7839,-14409,6273,3005,-21179,2087,2087,-5228,3,60,R,R,R
1,2,-3,2405,5246,9351,-4787,3003,16440,-2091,-2090,5222,0,3213,-7853,-14403,6255,3004,-21179,2087,2087,-5228,3,60,R,R,R
1,2,-3,2404,5244,9349,-4786,3003,16440,-2091,-2090,5222,0,3213,-7866,-14397,6237,3003,-21178,2087,2087,-5228,3,60,R,R,R
1,2,-3,2403,5242,9346,-4785,3002,16440,-2091,-2090,5222,0,3212,-7880,-14392,6219,3002,-21179,2087,2087,-5228,3,60,R,R,R
1,2,-3,2402,5241,9344,-4784,3002,16440,-2091,-2090,5222,0,3211,-7894,-14385,6201,3002,-21179,2087,2087,-5228,3,60,R,R,R
1,2,-3,2402,5239,9341,-4783,3002,16441,-2091,-2090,5222,0,3211,-7908,-14379,6183,3002,-21178,2087,2087,-5228,3,60,R,R,R
1,2,-3,2402,5237,9339,-4782,3002,16442,-2091,-2090,5222,0,3210,-7922,-14373,6164,3002,-21178,2087,2087,-5228,3,60,R,R,R
1,2,-3,2402,5236,9337,-4780,3002,16442,-2091,-2090,5222,0,3210,-7937,-14366,6145,3002,-21178,2087,2087,-5228,3,60,R,R,R
